,Year,Month,Day,Country,Province,Region,city,latitude,longitude,AttackType,Killed,Wounded,Target,Group,Target_type,Weapon_type,Casualties,date
679,2008,12,16,Pakistan,North-West Frontier Province,South Asia,Jamrud,34.002579,71.382477,Armed Assault,1,0,A Kokikhel tribal elder,Undefined,Private Citizens & Property,Firearms,1,2008-12-16
680,2008,12,16,Pakistan,North-West Frontier Province,South Asia,Swat district,35.079406,72.428758,Unarmed Assault,0,4,The attack targeted civilians.,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Melee,4,2008-12-16
681,2008,12,17,Pakistan,Balochistan,South Asia,Dera Bugti,29.034412,69.158661,Bombing/Explosion,1,5,The target of the attack was a residence.,Baloch Republican Army (BRA),Private Citizens & Property,Explosives,6,2008-12-17
682,2008,12,18,Pakistan,North-West Frontier Province,South Asia,Hangu,33.528893,71.056122,Armed Assault,1,0,A tribal chief,Undefined,Private Citizens & Property,Firearms,1,2008-12-18
683,2008,12,19,Pakistan,Federally Administered Tribal Areas,South Asia,Landi Kotal,34.110325,71.163803,Bombing/Explosion,3,0,Oil tankers,Tehrik-i-Taliban Pakistan (TTP),Business,Explosives,3,2008-12-19
684,2008,12,22,Pakistan,North-West Frontier Province,South Asia,Hangu,33.528893,71.056122,Armed Assault,0,5,A civilian vehicle was targeted in the incident.,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Firearms,5,2008-12-22
685,2008,12,26,Pakistan,Gilgit-Baltistan,South Asia,Gilgit,35.918091,74.289803,Armed Assault,5,1,The vehicle of a senior government official,Undefined,Government (General),Firearms,6,2008-12-26
686,2008,12,26,Pakistan,Balochistan,South Asia,Sui district,28.630806,69.186259,Bombing/Explosion,1,0,A civilian motorcycle,Undefined,Private Citizens & Property,Explosives,1,2008-12-26
687,2008,12,28,Pakistan,Balochistan,South Asia,Sui district,28.630806,69.186259,Bombing/Explosion,0,0,The 19 and 21 well segments of a gas pipeline in Sui,Undefined,Utilities,Explosives,0,2008-12-28
688,2008,12,29,Pakistan,North-West Frontier Province,South Asia,Matta district,35.01646,72.361809,Undefined,2,0,Members of a rival faction,Tehrik-i-Taliban Pakistan (TTP),Terrorists/Non-State Militia,Undefined,2,2008-12-29
689,2008,12,31,Pakistan,Federally Administered Tribal Areas,South Asia,Darra Adam Khel,33.68745,71.516037,Bombing/Explosion,4,6,A house,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Explosives,10,2008-12-31
690,2009,1,1,Pakistan,Federally Administered Tribal Areas,South Asia,Bajaur district,34.856902,71.429936,Bombing/Explosion,4,16,"The local Government office in Khar, Bajaur.",Tehrik-i-Taliban Pakistan (TTP),Government (General),Explosives,20,2009-01-01
691,2009,1,1,Pakistan,Federally Administered Tribal Areas,South Asia,Kurram district,33.695975,70.336069,Unarmed Assault,1,0,An alleged ring leader of a gang of kidnappers.,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Melee,1,2009-01-01
692,2009,1,2,Pakistan,Balochistan,South Asia,Sibi,29.548279,67.879189,Undefined,0,16,The Quetta Express train,Baloch Republican Army (BRA),Transportation,Undefined,16,2009-01-02
693,2009,1,4,Pakistan,Balochistan,South Asia,Dera Murad Jamali,28.54439,68.218002,Armed Assault,0,3,The Jaffar Express train was the target.,Baloch Republican Army (BRA),Transportation,Firearms,3,2009-01-04
694,2009,1,4,Pakistan,North-West Frontier Province,South Asia,Dera Ismail Khan,31.834328,70.90905,Bombing/Explosion,11,21,A police rescue vehicle was the target.,Undefined,Police,Explosives,32,2009-01-04
695,2009,1,5,Pakistan,North-West Frontier Province,South Asia,Charbagh,34.835294,72.441886,Armed Assault,1,0,The target was a former local official.,Undefined,Private Citizens & Property,Firearms,1,2009-01-05
696,2009,1,9,Pakistan,Balochistan,South Asia,Dera Bugti,29.034412,69.158661,Assassination,4,10,The target was civilians.,Baloch Republican Army (BRA),Private Citizens & Property,Explosives,14,2009-01-09
697,2009,1,10,Pakistan,Balochistan,South Asia,Sibi,29.548279,67.879189,Assassination,2,0,The specific target was a Shia leader.,Undefined,Private Citizens & Property,Firearms,2,2009-01-10
698,2009,1,17,Pakistan,North-West Frontier Province,South Asia,Khwazakhela,34.941242,72.46981,Armed Assault,1,0,A civilian,Undefined,Private Citizens & Property,Firearms,1,2009-01-17
699,2009,1,18,Pakistan,North-West Frontier Province,South Asia,Mingora,34.774479,72.364052,Armed Assault,2,2,Civilians,Undefined,Private Citizens & Property,Firearms,4,2009-01-18
700,2009,1,19,Pakistan,Sindh,South Asia,Kotri,25.354671,68.283569,Armed Assault,1,0,"A civilian, Saeed Ahmed,",Undefined,Private Citizens & Property,Firearms,1,2009-01-19
701,2009,1,19,Pakistan,Federally Administered Tribal Areas,South Asia,Mir Ali,32.975433,70.273735,Armed Assault,6,0,Four civilians,Taliban,Private Citizens & Property,Firearms,6,2009-01-19
702,2009,1,20,Pakistan,Balochistan,South Asia,Sariab,30.084515,66.983437,Armed Assault,1,0,A bank manager,Baloch Republican Army (BRA),Business,Firearms,1,2009-01-20
703,2009,1,24,Pakistan,Balochistan,South Asia,Dera Bugti,29.034412,69.158661,Bombing/Explosion,0,3,A gas pipeline,Undefined,Utilities,Explosives,3,2009-01-24
704,2009,1,26,Pakistan,North-West Frontier Province,South Asia,Dera Ismail Khan,31.834328,70.90905,Assassination,5,10,The Dera Ismail Khan town hall,Undefined,Government (General),Explosives,15,2009-01-26
