,date,unit,category,price,currency,country,admname,mktname,producto
265,2012-04-15,KG,cereals and tubers,41.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
266,2012-05-15,KG,cereals and tubers,40.4,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
267,2012-06-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
268,2012-07-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
269,2012-08-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
270,2012-09-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
271,2012-10-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
272,2012-11-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
273,2012-12-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
274,2013-01-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
275,2013-02-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
276,2013-03-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
277,2013-04-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
278,2013-05-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
279,2013-06-15,KG,cereals and tubers,44.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
280,2013-07-15,KG,cereals and tubers,48.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
281,2013-08-15,KG,cereals and tubers,48.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
282,2013-09-15,KG,cereals and tubers,48.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
283,2013-10-15,KG,cereals and tubers,48.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
284,2013-11-15,KG,cereals and tubers,45.75,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
285,2013-12-15,KG,cereals and tubers,45.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
286,2014-01-15,KG,cereals and tubers,45.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
287,2014-02-15,KG,cereals and tubers,45.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
288,2014-03-15,KG,cereals and tubers,45.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
289,2014-04-15,KG,cereals and tubers,45.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
290,2014-05-15,KG,cereals and tubers,45.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
291,2014-06-15,KG,cereals and tubers,45.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
292,2014-07-15,KG,cereals and tubers,45.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
293,2014-08-15,KG,cereals and tubers,45.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
294,2014-09-15,KG,cereals and tubers,45.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
295,2014-10-15,KG,cereals and tubers,47.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
296,2014-11-15,KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
297,2014-12-15,KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
298,2015-01-15,KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
299,2015-02-15,KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
300,2015-03-15,KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
301,2015-04-15,KG,cereals and tubers,46.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
302,2015-05-15,KG,cereals and tubers,48.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
303,2015-06-15,KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
304,2015-07-15,KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
305,2015-08-15,KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
306,2015-09-15,KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
307,2015-10-15,KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
308,2015-11-15,KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
309,2015-12-15,KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
310,2016-01-15,KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
311,2016-02-15,KG,cereals and tubers,47.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
312,2016-03-15,KG,cereals and tubers,48.8,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
313,2016-04-15,KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
314,2016-05-15,KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
315,2016-06-15,KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
316,2016-07-15,KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
317,2016-08-15,KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
318,2016-09-15,KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
319,2016-10-15,KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
320,2016-11-15,KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
321,2016-12-15,KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
322,2017-01-15,KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
323,2017-02-15,KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
324,2017-03-15,KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
325,2017-04-15,KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
326,2017-05-15,KG,cereals and tubers,40.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
327,2017-06-15,KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
328,2017-07-15,KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
329,2017-08-15,KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
330,2017-09-15,KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
331,2017-10-15,KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
332,2017-11-15,KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
333,2017-12-15,KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
334,2018-01-15,KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
335,2018-02-15,KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
336,2018-03-15,KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
337,2018-04-15,KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
338,2018-05-15,KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
339,2018-06-15,KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
340,2018-07-15,KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
341,2018-08-15,KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
342,2018-09-15,KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
343,2018-10-15,KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
344,2018-11-15,KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
345,2018-12-15,KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
346,2019-01-15,KG,cereals and tubers,57.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
347,2019-02-15,KG,cereals and tubers,65.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
348,2019-03-15,KG,cereals and tubers,75.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
349,2019-04-15,KG,cereals and tubers,80.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
350,2019-05-15,KG,cereals and tubers,82.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
351,2019-06-15,KG,cereals and tubers,82.5,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
352,2019-07-15,KG,cereals and tubers,85.0,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
353,2019-08-15,KG,cereals and tubers,80.8,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
354,2019-09-15,KG,cereals and tubers,82.5,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
355,2019-10-15,KG,cereals and tubers,82.5,PKR,Pakistan,Balochistan,Quetta,Rice (coarse)
356,2014-01-15,KG,pulses and nuts,130.0,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
357,2014-02-15,KG,pulses and nuts,130.0,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
358,2014-03-15,KG,pulses and nuts,131.25,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
359,2014-12-15,KG,pulses and nuts,146.25,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
360,2015-01-15,KG,pulses and nuts,146.25,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
361,2015-02-15,KG,pulses and nuts,146.0,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
362,2015-03-15,KG,pulses and nuts,146.25,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
363,2015-04-15,KG,pulses and nuts,140.0,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
364,2015-05-15,KG,pulses and nuts,146.25,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
365,2015-06-15,KG,pulses and nuts,148.75,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
366,2015-07-15,KG,pulses and nuts,150.0,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
367,2015-08-15,KG,pulses and nuts,145.0,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
368,2015-09-15,KG,pulses and nuts,140.0,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
369,2015-10-15,KG,pulses and nuts,140.0,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
370,2015-11-15,KG,pulses and nuts,141.25,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
371,2015-12-15,KG,pulses and nuts,146.0,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
372,2016-01-15,KG,pulses and nuts,150.0,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
373,2016-02-15,KG,pulses and nuts,141.25,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
374,2016-03-15,KG,pulses and nuts,144.0,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
375,2016-04-15,KG,pulses and nuts,161.25,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
376,2016-05-15,KG,pulses and nuts,168.75,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
377,2016-06-15,KG,pulses and nuts,166.0,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
378,2016-07-15,KG,pulses and nuts,164.0,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
379,2016-08-15,KG,pulses and nuts,160.0,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
380,2016-09-15,KG,pulses and nuts,158.0,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
381,2016-10-15,KG,pulses and nuts,162.5,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
382,2016-11-15,KG,pulses and nuts,156.25,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
383,2016-12-15,KG,pulses and nuts,151.0,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
384,2017-01-15,KG,pulses and nuts,140.0,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
385,2017-02-15,KG,pulses and nuts,130.0,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
386,2017-03-15,KG,pulses and nuts,122.0,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
387,2017-04-15,KG,pulses and nuts,120.0,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
388,2017-05-15,KG,pulses and nuts,121.25,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
389,2017-06-15,KG,pulses and nuts,119.0,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
390,2017-07-15,KG,pulses and nuts,112.5,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
391,2017-08-15,KG,pulses and nuts,108.0,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
392,2017-09-15,KG,pulses and nuts,115.0,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
393,2017-10-15,KG,pulses and nuts,128.75,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
394,2017-11-15,KG,pulses and nuts,132.0,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
395,2017-12-15,KG,pulses and nuts,133.75,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
396,2018-01-15,KG,pulses and nuts,136.25,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
397,2018-02-15,KG,pulses and nuts,125.0,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
398,2018-03-15,KG,pulses and nuts,123.0,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
399,2018-04-15,KG,pulses and nuts,123.75,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
400,2018-05-15,KG,pulses and nuts,125.0,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
401,2018-06-15,KG,pulses and nuts,125.0,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
402,2018-07-15,KG,pulses and nuts,125.0,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
403,2018-08-15,KG,pulses and nuts,130.0,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
404,2018-09-15,KG,pulses and nuts,120.0,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
405,2018-10-15,KG,pulses and nuts,120.0,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
406,2018-11-15,KG,pulses and nuts,120.0,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
407,2018-12-15,KG,pulses and nuts,121.25,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
408,2019-01-15,KG,pulses and nuts,120.0,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
409,2019-02-15,KG,pulses and nuts,135.0,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
410,2019-03-15,KG,pulses and nuts,132.5,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
411,2019-04-15,KG,pulses and nuts,138.75,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
412,2019-05-15,KG,pulses and nuts,148.0,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
413,2019-06-15,KG,pulses and nuts,140.0,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
414,2019-07-15,KG,pulses and nuts,150.0,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
415,2019-08-15,KG,pulses and nuts,160.0,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
416,2019-09-15,KG,pulses and nuts,160.0,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
417,2019-10-15,KG,pulses and nuts,160.0,PKR,Pakistan,Balochistan,Quetta,Lentils (masur)
418,2014-12-15,L,milk and dairy,90.0,PKR,Pakistan,Balochistan,Quetta,Milk
419,2015-01-15,L,milk and dairy,90.0,PKR,Pakistan,Balochistan,Quetta,Milk
420,2015-02-15,L,milk and dairy,90.0,PKR,Pakistan,Balochistan,Quetta,Milk
421,2015-03-15,L,milk and dairy,90.0,PKR,Pakistan,Balochistan,Quetta,Milk
422,2015-10-15,L,milk and dairy,90.0,PKR,Pakistan,Balochistan,Quetta,Milk
423,2015-11-15,L,milk and dairy,90.0,PKR,Pakistan,Balochistan,Quetta,Milk
424,2015-12-15,L,milk and dairy,90.0,PKR,Pakistan,Balochistan,Quetta,Milk
425,2016-01-15,L,milk and dairy,90.0,PKR,Pakistan,Balochistan,Quetta,Milk
426,2016-02-15,L,milk and dairy,90.0,PKR,Pakistan,Balochistan,Quetta,Milk
427,2016-03-15,L,milk and dairy,90.0,PKR,Pakistan,Balochistan,Quetta,Milk
428,2016-04-15,L,milk and dairy,90.0,PKR,Pakistan,Balochistan,Quetta,Milk
429,2016-05-15,L,milk and dairy,90.0,PKR,Pakistan,Balochistan,Quetta,Milk
430,2016-06-15,L,milk and dairy,90.0,PKR,Pakistan,Balochistan,Quetta,Milk
431,2016-07-15,L,milk and dairy,90.0,PKR,Pakistan,Balochistan,Quetta,Milk
432,2016-08-15,L,milk and dairy,90.0,PKR,Pakistan,Balochistan,Quetta,Milk
433,2016-09-15,L,milk and dairy,90.0,PKR,Pakistan,Balochistan,Quetta,Milk
434,2016-10-15,L,milk and dairy,90.0,PKR,Pakistan,Balochistan,Quetta,Milk
435,2016-11-15,L,milk and dairy,90.0,PKR,Pakistan,Balochistan,Quetta,Milk
436,2016-12-15,L,milk and dairy,90.0,PKR,Pakistan,Balochistan,Quetta,Milk
437,2017-01-15,L,milk and dairy,90.0,PKR,Pakistan,Balochistan,Quetta,Milk
438,2017-02-15,L,milk and dairy,90.0,PKR,Pakistan,Balochistan,Quetta,Milk
439,2017-03-15,L,milk and dairy,90.0,PKR,Pakistan,Balochistan,Quetta,Milk
440,2017-04-15,L,milk and dairy,90.0,PKR,Pakistan,Balochistan,Quetta,Milk
441,2017-05-15,L,milk and dairy,90.0,PKR,Pakistan,Balochistan,Quetta,Milk
442,2017-06-15,L,milk and dairy,90.0,PKR,Pakistan,Balochistan,Quetta,Milk
443,2017-07-15,L,milk and dairy,90.0,PKR,Pakistan,Balochistan,Quetta,Milk
444,2017-08-15,L,milk and dairy,90.0,PKR,Pakistan,Balochistan,Quetta,Milk
445,2017-09-15,L,milk and dairy,90.0,PKR,Pakistan,Balochistan,Quetta,Milk
446,2017-10-15,L,milk and dairy,90.0,PKR,Pakistan,Balochistan,Quetta,Milk
447,2017-11-15,L,milk and dairy,90.0,PKR,Pakistan,Balochistan,Quetta,Milk
448,2017-12-15,L,milk and dairy,90.0,PKR,Pakistan,Balochistan,Quetta,Milk
449,2018-01-15,L,milk and dairy,90.0,PKR,Pakistan,Balochistan,Quetta,Milk
450,2018-02-15,L,milk and dairy,90.0,PKR,Pakistan,Balochistan,Quetta,Milk
451,2018-03-15,L,milk and dairy,90.0,PKR,Pakistan,Balochistan,Quetta,Milk
452,2018-04-15,L,milk and dairy,93.75,PKR,Pakistan,Balochistan,Quetta,Milk
453,2018-05-15,L,milk and dairy,95.0,PKR,Pakistan,Balochistan,Quetta,Milk
454,2018-06-15,L,milk and dairy,95.0,PKR,Pakistan,Balochistan,Quetta,Milk
455,2018-07-15,L,milk and dairy,95.0,PKR,Pakistan,Balochistan,Quetta,Milk
456,2018-08-15,L,milk and dairy,95.0,PKR,Pakistan,Balochistan,Quetta,Milk
457,2018-09-15,L,milk and dairy,95.0,PKR,Pakistan,Balochistan,Quetta,Milk
458,2018-10-15,L,milk and dairy,95.0,PKR,Pakistan,Balochistan,Quetta,Milk
459,2018-11-15,L,milk and dairy,95.0,PKR,Pakistan,Balochistan,Quetta,Milk
460,2018-12-15,L,milk and dairy,95.0,PKR,Pakistan,Balochistan,Quetta,Milk
461,2019-01-15,L,milk and dairy,95.0,PKR,Pakistan,Balochistan,Quetta,Milk
462,2019-02-15,L,milk and dairy,95.0,PKR,Pakistan,Balochistan,Quetta,Milk
463,2019-03-15,L,milk and dairy,98.75,PKR,Pakistan,Balochistan,Quetta,Milk
464,2019-04-15,L,milk and dairy,110.0,PKR,Pakistan,Balochistan,Quetta,Milk
465,2019-05-15,L,milk and dairy,110.0,PKR,Pakistan,Balochistan,Quetta,Milk
466,2019-06-15,L,milk and dairy,110.0,PKR,Pakistan,Balochistan,Quetta,Milk
467,2019-07-15,L,milk and dairy,110.0,PKR,Pakistan,Balochistan,Quetta,Milk
468,2019-08-15,L,milk and dairy,110.0,PKR,Pakistan,Balochistan,Quetta,Milk
469,2019-09-15,L,milk and dairy,110.0,PKR,Pakistan,Balochistan,Quetta,Milk
470,2019-10-15,L,milk and dairy,110.0,PKR,Pakistan,Balochistan,Quetta,Milk
471,2013-01-15,L,oil and fats,220.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
472,2013-02-15,L,oil and fats,212.5,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
473,2013-03-15,L,oil and fats,210.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
474,2013-04-15,L,oil and fats,210.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
475,2013-05-15,L,oil and fats,210.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
476,2013-07-15,L,oil and fats,218.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
477,2013-08-15,L,oil and fats,218.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
478,2013-09-15,L,oil and fats,218.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
479,2014-01-15,L,oil and fats,214.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
480,2014-02-15,L,oil and fats,214.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
481,2014-03-15,L,oil and fats,214.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
482,2014-04-15,L,oil and fats,214.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
483,2014-05-15,L,oil and fats,215.5,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
484,2014-06-15,L,oil and fats,216.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
485,2014-07-15,L,oil and fats,216.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
486,2014-08-15,L,oil and fats,216.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
487,2014-09-15,L,oil and fats,216.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
488,2014-10-15,L,oil and fats,216.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
489,2014-11-15,L,oil and fats,216.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
490,2014-12-15,L,oil and fats,216.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
491,2015-01-15,L,oil and fats,202.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
492,2015-02-15,L,oil and fats,204.8,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
493,2015-03-15,L,oil and fats,202.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
494,2015-04-15,L,oil and fats,196.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
495,2015-05-15,L,oil and fats,196.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
496,2015-06-15,L,oil and fats,194.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
497,2015-07-15,L,oil and fats,186.8,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
498,2015-08-15,L,oil and fats,182.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
499,2015-09-15,L,oil and fats,182.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
500,2015-10-15,L,oil and fats,182.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
501,2015-11-15,L,oil and fats,182.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
502,2015-12-15,L,oil and fats,182.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
503,2016-01-15,L,oil and fats,182.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
504,2016-02-15,L,oil and fats,179.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
505,2016-03-15,L,oil and fats,177.6,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
506,2016-04-15,L,oil and fats,178.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
507,2016-05-15,L,oil and fats,178.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
508,2016-06-15,L,oil and fats,178.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
509,2016-07-15,L,oil and fats,178.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
510,2016-08-15,L,oil and fats,178.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
511,2016-09-15,L,oil and fats,177.2908,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
512,2016-10-15,L,oil and fats,178.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
513,2016-11-15,L,oil and fats,178.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
514,2016-12-15,L,oil and fats,178.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
515,2017-01-15,L,oil and fats,178.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
516,2017-02-15,L,oil and fats,178.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
517,2017-03-15,L,oil and fats,178.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
518,2017-04-15,L,oil and fats,178.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
519,2017-05-15,L,oil and fats,178.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
520,2017-06-15,L,oil and fats,178.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
521,2017-07-15,L,oil and fats,178.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
522,2017-08-15,L,oil and fats,178.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
523,2017-09-15,L,oil and fats,178.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
524,2017-10-15,L,oil and fats,178.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
525,2017-11-15,L,oil and fats,178.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
526,2017-12-15,L,oil and fats,178.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
527,2018-01-15,L,oil and fats,178.0,PKR,Pakistan,Balochistan,Quetta,Oil (cooking)
